epoch,loss
0,0.032873570670826094
1,0.016743605600297452
2,0.014989179443035808
3,0.014073408469770636
4,0.013435289212422711
5,0.012988354844919272
6,0.01261416929853814
7,0.01229414984264544
8,0.01203266039618424
9,0.011798856907231467
10,0.011584735124664647
11,0.011393505454702036
12,0.011246355738597258
13,0.011090135869596686
14,0.010973554255068301
15,0.010815159994789532
16,0.010716674691864422
17,0.010612515933173043
18,0.010508858171105384
19,0.010427678405174187
20,0.010320932997763156
21,0.01024461430311203
22,0.010181163673102856
23,0.010104777234579835
24,0.010041834315231868
25,0.0099745317616633
26,0.009919898280288492
27,0.009853303231298923
28,0.009798657220176287
29,0.009759123149939946
30,0.0096992671964424
31,0.00966395294708865
32,0.009599753517551081
33,0.00955849277291979
34,0.009535867687421186
35,0.009488661625768457
36,0.009449880609980652
37,0.009420962186157704
38,0.009385583185085228
39,0.00935696289411613
40,0.009321180592690196
41,0.009292213284756457
42,0.009271128036294665
43,0.009248034877862249
44,0.009211541705897877
45,0.009193089805117675
46,0.009156082796837602
47,0.009141483085070337
48,0.009110877280363014
49,0.00909574111253023
50,0.009084543205797673
51,0.009054724720971925
52,0.009038350648965155
53,0.009007345473766326
54,0.008995061166584491
55,0.008973585578586374
56,0.008959135627107961
57,0.008940774680674076
58,0.00892058032900095
59,0.00890555563058172
60,0.008883120274118014
61,0.008874934198175158
62,0.00886005583256483
63,0.008841165816145283
64,0.008836767030826637
65,0.008803035008694445
66,0.008792505235757147
67,0.008800210173640933
68,0.008774492882405008
69,0.008761938589172704
70,0.00875718909246581
71,0.008728397440697465
72,0.008722748080747468
73,0.008714904897127833
74,0.008704511391903673
75,0.00869190278351307
76,0.008680705603744303
77,0.00866661998054811
78,0.00866254160957677
79,0.0086422505274415
80,0.008642520222919328
81,0.008622117499155658
82,0.008607519658761366
83,0.008614695224165917
84,0.00859087340746607
85,0.00859034459484475
86,0.00856798692622355
87,0.008575120370515756
88,0.008563182088094099
89,0.008558884704751628
90,0.008539935209282807
91,0.00852880912486996
92,0.008528347944574697
93,0.0085187033153006
94,0.008510340937333447
95,0.008505250275560788
96,0.008494196333949055
97,0.008477763543384417
98,0.008474655601169381
99,0.008479772183937686
100,0.008471569220934595
101,0.008456236346704619
102,0.008439520158086505
103,0.008435344793328216
104,0.008453879769359317
105,0.008417358845898084
106,0.008422608718276024
107,0.008415211040420192
108,0.008409683611776148
109,0.008409094454986709
110,0.008396105386103903
111,0.008396755337076527
112,0.008375857824725764
113,0.008383039339312484
114,0.008374132906326225
115,0.008369855347914356
116,0.008354367260634899
117,0.008358295308904988
118,0.008346934651264123
119,0.008347081853023597
120,0.008340356723964215
121,0.008336945139829601
122,0.008330584723821708
123,0.008325308186241559
124,0.008321459716345583
125,0.00831433586009911
126,0.008309117017047746
127,0.00829474374311311
128,0.008295882474950382
129,0.008293957418735539
130,0.008280786338661398
131,0.008293602695422514
132,0.00827918682055814
133,0.00827935435878379
134,0.008260837254141059
135,0.00827170470229217
136,0.008258105889282056
137,0.008252104996144772
138,0.008250985539172377
139,0.008262091393130166
140,0.008233509799199444
141,0.008251109601557255
142,0.008231083054201943
143,0.008229315378623349
144,0.008227630842796393
145,0.008224656770271914
146,0.008222499995678664
147,0.008214169836470058
148,0.008220319088654858
149,0.008208471565161432
150,0.008202314344261373
151,0.008205501518717835
152,0.008198003592022827
153,0.008199823464878967
154,0.00819560739930187
155,0.00818419813811779
156,0.008177258639889103
157,0.008174160662719181
158,0.008190424477841173
159,0.008172939711383411
160,0.008169871438507522
161,0.008168054628159319
162,0.008163154887514455
163,0.008170065208418028
164,0.008153708811423608
165,0.008159330722689628
166,0.00814915166209851
167,0.008135194222203324
168,0.008155103170445988
169,0.008139859938195774
170,0.008138505877128669
171,0.008141872736811637
172,0.00814057539999485
173,0.00812111917904445
174,0.008126220658421517
175,0.008123412736611707
176,0.008121874193634306
177,0.008116276899618762
178,0.00812106180808374
179,0.0081171977398651
180,0.008106857125673975
181,0.008127045797450203
182,0.008105096396165235
183,0.008103404876376901
184,0.008090993336907455
185,0.008105337357733932
186,0.00809211655237845
187,0.008097691387363843
188,0.00808215369858912
189,0.008101730787541185
190,0.008079358206689358
191,0.008086837590911559
192,0.00807409748860768
193,0.008077940395687308
194,0.008086787555260318
195,0.008073454895934888
196,0.00805623587093183
197,0.0080608404434153
198,0.008075865242098058
199,0.008059158828641687
