epoch,loss
0,0.04114827502157007
1,0.018905827666180475
2,0.016419343156899725
3,0.015270671258015293
4,0.01454469617818083
5,0.013972879051949296
6,0.013546711530217102
7,0.013179923214444092
8,0.012887932765058108
9,0.012620829190100942
10,0.0123755660161376
11,0.012178387675753662
12,0.011950185450485774
13,0.011792663968248027
14,0.011605309830180236
15,0.011466229884965078
16,0.011305662754603795
17,0.011197573937475681
18,0.011051819280428546
19,0.010957560988409179
20,0.010837359136555876
21,0.010722124202549458
22,0.010644301905589444
23,0.010553384423043047
24,0.01048125874974898
25,0.010381873376667499
26,0.010324424830079079
27,0.010260773924205985
28,0.010196436129723277
29,0.010134288755059243
30,0.01006489761109863
31,0.010020205588213035
32,0.009968183793553284
33,0.009901321620600563
34,0.00987146168776921
35,0.009804387299716473
36,0.00978145083380597
37,0.009718630849037851
38,0.00969750024101564
39,0.009658142135611602
40,0.009612356261909007
41,0.009566825661701816
42,0.009536577741801739
43,0.009514922965850148
44,0.009469985167895045
45,0.009440194232761859
46,0.0094153819541846
47,0.009403663117332118
48,0.009354768613832337
49,0.009344505460560322
50,0.009293500466006143
51,0.009313352214651448
52,0.00924039454055684
53,0.009221288619296891
54,0.009214966807833739
55,0.009196774518915585
56,0.009180824130986419
57,0.009144508494223868
58,0.009134611031413078
59,0.00909821947919471
60,0.009089534389759813
61,0.009062786434803691
62,0.009040614443165916
63,0.009035958339061055
64,0.009003421058186464
65,0.009011677569576671
66,0.008992446485374655
67,0.008967138036659786
68,0.008963924037345817
69,0.008932277560446943
70,0.008911460239120893
71,0.008895819456236704
72,0.0088942615251456
73,0.008872735681491238
74,0.008861546258628368
75,0.008853901498232569
76,0.0088209547826222
77,0.008824155279142517
78,0.00881325039331402
79,0.008799555345305375
80,0.008783846768098218
81,0.00877023827710322
82,0.008767424991514002
83,0.00873260952745165
84,0.008739408401080541
85,0.00872231957848583
86,0.008716722345990795
87,0.00868904264824731
88,0.00869756103605032
89,0.00867410954279559
90,0.008677503836580685
91,0.008650461952601161
92,0.00865255727065461
93,0.008632001897905554
94,0.008626395847967693
95,0.008626126388566835
96,0.008607016108717237
97,0.00860134053081274
98,0.008592501345596143
99,0.00859576013875859
100,0.008569097294126238
101,0.008570879814241613
102,0.008558728186360427
103,0.00854194634429046
104,0.008554109135695867
105,0.008530404270546776
106,0.008529490213309015
107,0.008520504448669298
108,0.008518957853104386
109,0.0084932618403009
110,0.008499781931085247
111,0.008488059369261775
112,0.00849372920457806
113,0.008463788211558547
114,0.00845607060619763
115,0.00845337640909212
116,0.008457311540842056
117,0.008442752762138843
118,0.008439375425875187
119,0.008418600660349641
120,0.008437919201808317
121,0.008429858330956528
122,0.008413906525075435
123,0.008393800531327725
124,0.008406956482359342
125,0.008386185422752586
126,0.0083869682350329
127,0.008375502836917128
128,0.008375225455420358
129,0.008367913496920041
130,0.008371119051107339
131,0.00845660747992141
132,0.008316757425452981
133,0.008314171257402216
134,0.008336352274460453
135,0.008326357593280929
136,0.008318038057216577
137,0.008315120545242513
138,0.008329103454095977
139,0.008315503720300538
140,0.008305892518375602
141,0.00829881318019969
142,0.008312564645068986
143,0.008290083411335945
144,0.008293521546678884
145,0.008277563821843692
146,0.008286064072379045
147,0.008277382664382459
148,0.008259930665152413
149,0.008276117105569159
150,0.00824923796504736
151,0.008259494544991424
152,0.008250079722383192
153,0.008266130302846432
154,0.008246543763365064
155,0.008223772622432027
156,0.008230415644603117
157,0.008249510455344404
158,0.0082294188278062
159,0.008217081850554262
160,0.008218934302883488
161,0.008220100751519204
162,0.008200932434626988
163,0.008206312076747418
164,0.0081872333456363
165,0.008193533395337207
166,0.008179632286940302
167,0.008210231403580733
168,0.008186595420539379
169,0.00818539481226887
170,0.008179783900507859
171,0.008156483438398157
172,0.008177953502322947
173,0.008157321159328733
174,0.00816278128464307
175,0.008167776328963892
176,0.008148969422067914
177,0.008153190947643349
178,0.008143378718197345
179,0.008139133454007762
180,0.008127320836165122
181,0.008151380350334303
182,0.008136467468099935
183,0.008129889336228371
184,0.00813015094101429
185,0.008125042150276048
186,0.008113577098186527
187,0.008127171792515686
188,0.008109742321074009
189,0.008114167066663503
190,0.008109182685400758
191,0.008089330919086934
192,0.00810836196307625
193,0.008101169807144573
194,0.008100533309366022
195,0.008104108018747398
196,0.00807882067752736
197,0.008151316260865757
198,0.008054782114071506
199,0.008053501609819276
